[5.656259502128654297e+12,0.000000000000000000e+00,7.002617084851436427e-39,-3.164934103908592971e-29,-9.702045201405137212e-16,1.494826644631982418e-27,8.691687253699297013e-27,-3.622642126741918626e-32,2.681018131193353939e-21,-4.477187264325882916e-17,4.005041486705944133e-25,7.940119500815676233e-28]
[5.656259503839280273e+12,0.000000000000000000e+00,3.420648922694810219e-36,-1.261047563035299000e-29,-4.745842159340214426e-24,-1.376523472052145403e-27,8.172492160690470149e-28,-1.862849790170742335e-30,-4.820247148802001680e-23,-6.989799905865721573e-19,-1.848569449915898782e-29,-7.753740500793840117e-21]
[5.656259504308307617e+12,0.000000000000000000e+00,-1.155702365736360837e-38,-3.014841619130715798e-28,4.345830076313032000e-15,-2.532796281859864332e-25,3.379151593835320227e-28,-4.735999872642015170e-30,-4.028927298227775002e-23,9.103844895118494826e-18,-3.457217464528521914e-29,-8.878929044180103699e-21]
[5.656259504738835938e+12,-0.000000000000000000e+00,-4.413723046220191042e-37,6.904409555770756749e-30,-6.261392767255754052e-24,-1.544448426790199028e-26,2.442613498872605686e-32,-9.366408201513092081e-31,3.053551862945997593e-21,2.909751837298030423e-20,-5.358376126264850830e-31,-1.770713885164932194e-21]
[5.656259504761268555e+12,0.000000000000000000e+00,3.879274689701601535e-33,-3.415817882589309936e-34,-6.545629892917089438e-26,-7.279491567209228347e-28,9.106603414657437022e-27,1.532159407799576338e-28,-5.845811816795912159e-18,-3.802739248182396197e-18,-1.320224853730977846e-30,1.770702869535937164e-23]
[5.656259504807326172e+12,-0.000000000000000000e+00,-2.897522333084129761e-33,7.610886829981881827e-30,1.428158307369605461e-24,-4.385595967610239721e-24,-3.694931367527164788e-30,-6.433131575102489734e-32,-1.982010186372204149e-21,-2.837205081902006369e-18,8.329921391315372669e-29,2.951354454979876203e-25]
[5.656259504836256836e+12,0.000000000000000000e+00,-1.921950259185692278e-33,-9.717137109845180812e-32,2.116702207155423005e-27,-1.848125708187487050e-30,-2.209057790289160131e-27,-2.546002045510733898e-32,3.500804095730417548e-19,2.238549770042860430e-19,1.081774082569159115e-28,-1.143908633832696592e-21]
[5.656259504856256836e+12,-0.000000000000000000e+00,9.372667468245471557e-37,-4.237534656527575970e-30,-9.493964498060888124e-24,-2.477269771726651258e-25,1.897358300679164102e-26,-3.818552376029602477e-28,3.614432610073911452e-18,-1.949832779142725502e-18,5.191403728583959932e-30,-3.941997853387603617e-22]
[5.656259504896537109e+12,0.000000000000000000e+00,2.558060060774700289e-33,-2.371817943699309508e-31,2.455370047618514700e-26,4.153259966135723895e-30,-8.318311982181543921e-27,6.318796277070202704e-30,1.219743910807164608e-20,-4.451991313874124229e-19,-2.260118040188139325e-28,-3.191391876258088993e-22]
[5.656259504898003906e+12,0.000000000000000000e+00,-1.717363705781186435e-33,1.476146375550139884e-31,2.054724043825921661e-25,-2.804634193398852088e-30,8.490920419746654348e-32,1.985182182874073285e-29,-1.450334214330070143e-21,1.213050176015050467e-19,6.322466173800862291e-28,-6.978685641880101327e-22]
