[407923992145.901, 0.0, 7.577761468149125e-17, -4.517777237906802e-06, -1.807124703929826e-08, -0.728260575473751, -6.74083621055555e-21, -3.616056205754065e-22, -5.768353736749884e-14, -3.078461940824008e-11, -7.332033083519867e-13, 9.748009232263199e-15]
[2983108313105.3486, -0.0, -2.8617533786889574e-17, -5.6262915556262434e-06, 3.6986192370153967e-08, -0.03499767679070285, -4.170558159247384e-23, -4.755606253796265e-20, 4.0480977452194304e-12, -7.148038900610841e-12, -3.6115788677874633e-12, -1.995605322285768e-11]
[3691924242302.332, -0.0, -4.873463618018786e-17, -1.6429853447748184e-05, -4.2208343770939005e-08, -0.007560499829417344, -1.4510824890059945e-22, 4.275891054185159e-20, -5.569913756694579e-13, 2.3628045922940042e-12, -1.8104937917947157e-12, -1.52996708371342e-11]
[3777564038843.4907, -0.0, -1.4898837065834268e-17, -1.1139980929734435e-07, 2.9537243909889225e-07, -0.18702957581097124, 5.2368671111734037e-20, -6.099772703139275e-22, 1.5982974809831058e-13, -9.538603637269323e-13, -1.3458446378965292e-12, 4.1435842385367695e-12]
[3901072248594.5894, 0.0, -8.099937496731489e-19, -3.147342812479202e-08, -2.3605524652549253e-08, -0.13963668237496765, 1.1838500912694562e-21, -5.76522089733093e-22, -2.3130742289028905e-12, 6.215301691597544e-12, 7.457925500613809e-12, 2.4941572256940734e-13]
[4084460718867.7485, 0.0, 9.200748226257175e-18, 7.286394723609445e-06, 1.5933914161906454e-07, 0.008619735508065295, 7.219947115418927e-22, -1.721431901855744e-19, -3.6756344325115705e-12, -2.4311652500081273e-13, 1.2082743168383524e-12, -1.3356523690753214e-11]
[4410375415717.153, -0.0, -3.3980671076016933e-18, 1.7427528879455794e-08, -1.1813584669156394e-07, -0.014191559461944999, 5.346546016478443e-20, -6.794789569343607e-21, -9.022540325139804e-13, 6.238538897569333e-15, 7.552156294152169e-13, -8.108131974255663e-12]
[4602227872705.405, -0.0, 9.078682874688752e-18, -3.694137320585664e-07, -3.6992625906696247e-07, -0.005890705116499511, 4.6930481775183685e-21, 6.6804735354772055e-21, -8.786817547843142e-11, 2.8622634423859187e-12, -1.5954359421583577e-12, -7.324197010971263e-12]
[4943679174920.745, -0.0, 1.1666301192323266e-18, 6.425312854728128e-05, 2.6123588188878213e-09, -0.05234010273990016, 2.605794372126839e-20, -8.953287203835198e-20, -1.4812553209032628e-12, -1.3657176961879105e-12, 7.067587225720658e-14, 4.8875323726897237e-14]
[5106720409877.473, 0.0, 3.1399660492875824e-18, 2.187340739441299e-08, 5.958869825772062e-08, -0.06065504055615973, -2.1095235365226238e-23, -9.578669428024534e-21, -3.59812517706005e-13, -1.3645781372139441e-12, 4.176105086040983e-12, 2.0183195785634246e-12]
[5153431062258.384, -0.0, 8.138969163123566e-18, 3.55547537283233e-06, 8.634634458831961e-08, -0.03454748681278994, -5.2739846309440175e-23, 5.9559331603401804e-21, -1.314615109288104e-11, -4.322078253793694e-13, -4.698808199290792e-13, -1.5422180294112352e-13]
